QIS No.,QIS Name,QIS Name - New,Site Type2,Area,City,Circle,Region,Lat,Long
WMQISXM1V1-01034,Neeta Bhatia 1,NOI_FRN_Sector 44,Franchise,Sec-44 Noida ,Noida,UP,North,28.555819,77.344503
WMQISXM1V1-01035,Neeta Bhatia 2,NOI_FRN_Sector 44,Franchise,Sec-44 Noida ,Noida,Up,North,28.555819,77.344503
WMQISXM1V1-01001,SANJEEVAIAH PARK,"HYD_IRS_SANJEEVAIAH PARK,Station",Indian Railways,Hussain Sagar,Hyderabad,Telangana,South,17.435116,78.476451
WMQISXM1V1-01002,SANJEEVAIAH PARK,"HYD_IRS_SANJEEVAIAH PARK,Station",Indian Railways,Hussain Sagar,Hyderabad,Telangana,South,17.435116,78.476451
WMQISXM1V1-01003,SANJEEVAIAH PARK,"HYD_IRS_SANJEEVAIAH PARK,Station",Indian Railways,Hussain Sagar,Hyderabad,Telangana,South,17.435116,78.476451
WMQISXM1V1-01005,SANJEEVAIAH PARK,"HYD_IRS_SANJEEVAIAH PARK,Station",Indian Railways,Hussain Sagar,Hyderabad,Telangana,South,17.435116,78.476451
WMQISXM1V1-01010,Chandanagar,"HYD_IRS_Chandanagar,Station",Indian Railways,Chandanagar,Hyderabad,Telangana,South,17.487256,78.332635
WMQISXM1V1-01011,Chandanagar,"HYD_IRS_Chandanagar,Station",Indian Railways,Chandanagar,Hyderabad,Telangana,South,17.487256,78.332635
WMQISXM1V1-01012,Chandanagar,"HYD_IRS_Chandanagar,Station",Indian Railways,Chandanagar,Hyderabad,Telangana,South,17.487256,78.332635
WMQISXM1V1-01013,Chandanagar,"HYD_IRS_Chandanagar,Station",Indian Railways,Chandanagar,Hyderabad,Telangana,South,17.487256,78.332635
WMQISXM1V1-00068,KFCSC -BANGALORE 2,BLR_IOC_BANASHANKARI KFCSC,IOCL,Banasankari,Bengaluru,Karnataka,South,12.917118,77.574135
WMQISXM1V1-00770,GOKUL FUEL POINT,"BLR_IOC_GOKUL,FuelPoint KoppaRd",IOCL,Begur,Bengaluru,Karnataka,South,12.862369,77.614726
WMQISXM1V1-00771,GOKUL FUEL POINT,"BLR_IOC_GOKUL,FuelPoint KoppaRd",IOCL,Begur,Bengaluru,Karnataka,South,12.862369,77.614726
WMQISXM1V1-00044,Zakir Khan 1,"JPR_FRN_Sadwa Mod,Jaisinghpura",Franchise, Jaisinghpura ,Jaipur,Rajasthan,North,26.9601,75.86708
WMQISXM1V1-00045,Zakir Khan 2,"JPR_FRN_Sadwa Mod,Jaisinghpura",Franchise, Jaisinghpura ,Jaipur,Rajasthan,North,26.9601,75.86708
WMQISXM1V1-01037,BRPL - Pushp Vihar 4,"DEL_BRP_Punjab Transport Service, Pushp Vihar",BRPL,Pushp Vihar,Delhi,Delhi,North,28.521086,77.227395
WMQISXM1V1-01045,IOCL-Ghaziabad-Tyagi-Service-Station 2,"GZB_IOC_Tyagi Service Station, Sector 16, Vasundhara",IOCL,Vaishali,Ghaziabad,UP,North,28.65892,77.35358
WMQISXM1V1-01039,IOCL-Ghaziabad-Tyagi-Service-Station 3,"GZB_IOC_Tyagi Service Station, Sector 16, Vasundhara",IOCL,Vaishali,Ghaziabad,UP,North,28.65892,77.35358
WMQISXM1V1-01006,Alwal Railway Station ,HYD_IRS_Alwal Railway Station,Indian Railways,Alwal,Hyderabad,Telangana,South,17.505021,78.514904
WMQISXM1V1-01007,Alwal Railway Station ,HYD_IRS_Alwal Railway Station,Indian Railways,Alwal,Hyderabad,Telangana,South,17.505021,78.514904
WMQISXM1V1-01008,Alwal Railway Station ,HYD_IRS_Alwal Railway Station,Indian Railways,Alwal,Hyderabad,Telangana,South,17.505021,78.514904
WMQISXM1V1-01009,Alwal Railway Station ,HYD_IRS_Alwal Railway Station,Indian Railways,Alwal,Hyderabad,Telangana,South,17.505021,78.514904
WMQISXM1V1-00783,"Railway Degree College, South lallaguda","HYD_IRS_Tarnaka,RDC",Indian Railways,Lalaguda,Hyderabad,Telangana,South,17.42845,78.527333
WMQISXM1V1-00784,"Railway Degree College, South lallaguda","HYD_IRS_Tarnaka,RDC",Indian Railways,Lalaguda,Hyderabad,Telangana,South,17.42845,78.527333
WMQISXM1V1-00785,"Railway Degree College, South lallaguda","HYD_IRS_Tarnaka,RDC",Indian Railways,Lalaguda,Hyderabad,Telangana,South,17.42845,78.527333
WMQISXM1V1-00786,"Railway Degree College, South lallaguda","HYD_IRS_Tarnaka,RDC",Indian Railways,Lalaguda,Hyderabad,Telangana,South,17.42845,78.527333
WMQISXM1V1-00080,Budigere 1,"BLR_PVT_Sannatammanahalli, Katamnallur",Private,Budigere,Bengaluru,Karnataka,South,13.051814,77.759593
WMQISXM1V1-01071,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-01072,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-00789,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-00778,Thirumayilai,CHE_IRS_Thirumayilai MRTS,Indian Railways,Mylapore,Chennai,TamilNadu,South,13.03488598,80.26697808
WMQISXM1V1-00779,Thirumayilai,CHE_IRS_Thirumayilai MRTS,Indian Railways,Mylapore,Chennai,TamilNadu,South,13.03488598,80.26697808
WMQISXM1V1-01025,KOTTURPURAM (KTPM) Railway Station,CHE_IRS_KOTTURPURAM  MRTS,Indian Railways,Kotturpuram,Chennai,TamilNadu,South,13.013778,80.2481959
WMQISXM1V1-01026,KOTTURPURAM (KTPM) Railway Station,CHE_IRS_KOTTURPURAM  MRTS,Indian Railways,Kotturpuram,Chennai,TamilNadu,South,13.013778,80.2481959
WMQISXM1V1-01036,BRPL-Motibagh 4,"DEL_BRP_Sector 8, RK Puram",BRPL,Motibagh,Delhi,Delhi,North,28.57263,77.16953
WMQISXM1V1-00052,SREE SHAKTHI FILLING STATION,"BLR_IOC_SREE SHAKTHI,FILLING",IOCL,DODDAKALASANDRA,Bengaluru,Karnataka,South,12.883914,77.550896
WMQISXM1V1-00116,SRI RAJARAJESWARI FILLING STATION,"BLR_IOC_SRI RAJARAJESWARI,FILLING",IOCL,Nayandhanhalli,Bengaluru,Karnataka,South,12.93821,77.52199
WMQISXM1V1-01014,FILVEL STATION,"HYD_IRS_Filvel,Station Saroornagar",IOCL,Saroornagar,Hyderabad,Telangana,South,17.349311,78.553534
WMQISXM1V1-01016,FILVEL STATION,"HYD_IRS_Filvel,Station Saroornagar",IOCL,Saroornagar,Hyderabad,Telangana,South,17.349311,78.553534
WMQISXM1V1-01027,THIRUVANMIYUR (TYMR) Railway Station,"CHE_IRS_THIRUVANMIYUR,Railway Station",Indian Railways,Thiruvanmiyur,Chennai,TamilNadu,South,12.989378,80.2511327
WMQISXM1V1-01029,THIRUVANMIYUR (TYMR) Railway Station,"CHE_IRS_THIRUVANMIYUR,Railway Station",Indian Railways,Thiruvanmiyur,Chennai,TamilNadu,South,12.989378,80.2511327
WMQISXM1V1-01028,Ramakistapuram gate,HYD_IRS_Ramakistapuram gate,Indian Railways,Neredmet,Hyderabad,Telangana,South,17.47708704,78.52883233
WMQISXM1V1-01030,Ramakistapuram gate,HYD_IRS_Ramakistapuram gate,Indian Railways,Neredmet,Hyderabad,Telangana,South,17.47708704,78.52883233
WMQISXM1V1-01031,Ramakistapuram gate,HYD_IRS_Ramakistapuram gate,Indian Railways,Neredmet,Hyderabad,Telangana,South,17.47708704,78.52883233
WMQISXM1V1-01033,Ramakistapuram gate,HYD_IRS_Ramakistapuram gate,Indian Railways,Neredmet,Hyderabad,Telangana,South,17.47708704,78.52883233
WMQISXM1V1-00796,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00798,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00599,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00461,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00685,"Sudharshan fuel station,Electronic city","BLR_IOC_Sudharshan,fuel station",IOCL,Electronic City,Bengaluru,Karnataka,South,12.855515,77.663508
WMQISXM1V1-00701,"Sudharshan fuel station,Electronic city","BLR_IOC_Sudharshan,fuel station",IOCL,Electronic City,Bengaluru,Karnataka,South,12.855515,77.663508
WMQISXM1V1-00773,Yelahanka Railway Station,"BLR_IRS_Yelahanka,Railway station",Indian Railways,Yelankha,Bengaluru,Karnataka,South,13.1051369,77.5918951
WMQISXM1V1-00780,Yelahanka Railway Station,"BLR_IRS_Yelahanka,Railway station",Indian Railways,Yelankha,Bengaluru,Karnataka,South,13.1051369,77.5918951
WMQISXM1V1-01041,Neeta Bhatia 3,NOI_FRN_Sector 44,Franchise,Sec-44 Noida ,Noida,Up,North,28.555819,77.344503
WMQISXM1V1-01042,Neeta Bhatia 4,NOI_FRN_Sector 44,Franchise,Sec-44 Noida ,Noida,Up,North,28.555819,77.344503
WMQISXM1V1-01044,HELLO FUELS 1,"GGN_IOC_Hello Fuels,Sector86",IOCL,Sector 86,Gurugram,Haryana,North,28.40576,76.94376
WMQISXM1V1-01046,HELLO FUELS 2,"GGN_IOC_Hello Fuels,Sector86",IOCL,Sector 86,Gurugram,Haryana,North,28.40576,76.94376
WMQISXM1V1-00046,Manjeet 1,"JPR_FRN_Transport Nagar,Gurudwara",Franchise,Transport Nagar Gurudwara ,Jaipur,Rajasthan,North,26.9063816,75.8417346
WMQISXM1V1-00050,Manjeet 2,"JPR_FRN_Transport Nagar,Gurudwara",Franchise,Transport Nagar Gurudwara ,Jaipur,Rajasthan,North,26.9063816,75.8417346
WMQISXM1V1-00641,Kazipet Railway Station,"WRL_IRS_Kazipet,Railway station",Indian Railways,Rahamatnagar,Warangal,Telangana,South,17.974625,79.5111022
WMQISXM1V1-00793,Kazipet Railway Station,"WRL_IRS_Kazipet,Railway station",Indian Railways,Rahamatnagar,Warangal,Telangana,South,17.974625,79.5111022
WMQISXM1V1-01015,Kazipet Railway Station,"WRL_IRS_Kazipet,Railway station",Indian Railways,Rahamatnagar,Warangal,Telangana,South,17.974625,79.5111022
WMQISXM1V1-01022,Kazipet Railway Station,"WRL_IRS_Kazipet,Railway station",Indian Railways,Rahamatnagar,Warangal,Telangana,South,17.974625,79.5111022
WMQISXM1V1-01017,"Warangal (Darga Road, NIT Campus","WRL_PVT_Hub_NIT Campus,DargaRd",Hub-Private,Warangal,Warangal,Telangana,South,17.977474,79.534528
WMQISXM1V1-00788,"Warangal (Darga Road, NIT Campus","WRL_PVT_Hub_NIT Campus,DargaRd",Hub-Private,Warangal,Warangal,Telangana,South,17.977474,79.534528
WMQISXM1V1-00794,"Warangal (Darga Road, NIT Campus","WRL_PVT_Hub_NIT Campus,DargaRd",Hub-Private,Warangal,Warangal,Telangana,South,17.977474,79.534528
WMQISXM1V1-00792,"Warangal (Darga Road, NIT Campus","WRL_PVT_Hub_NIT Campus,DargaRd",Hub-Private,Warangal,Warangal,Telangana,South,17.977474,79.534528
WMQISXM1V1-00795,ADAMBAKKAM CO-OP BUILDING SL(TNHCF),"CHE_IOC_ADAMBAKKAM,Building Society",IOCL,Adambakkam,Chennai,TamilNadu,South,12.979648,80.201394
WMQISXM1V1-00797,ADAMBAKKAM CO-OP BUILDING SL(TNHCF),"CHE_IOC_ADAMBAKKAM,Building Society",IOCL,Adambakkam,Chennai,TamilNadu,South,12.979648,80.201394
WMQISXM1V1-00781,Yelahanka Railway Station,"BLR_IRS_Yelahanka,Railway station",Indian Railways,Yelankha,Bengaluru,Karnataka,South,13.1051369,77.5918951
WMQISXM1V1-00074,Yelahanka Railway Station,"BLR_IRS_Yelahanka,Railway station",Indian Railways,Yelankha,Bengaluru,Karnataka,South,13.1051369,77.5918951
WMQISXM1V1-00801,Saidapet Railway Station,"CHE_IRS_Saidapet,Railway Station",Indian Railways,Saidapet,Chennai,TamilNadu,South,13.02394545,80.22391758
WMQISXM1V1-00802,Saidapet Railway Station,"CHE_IRS_Saidapet,Railway Station",Indian Railways,Saidapet,Chennai,TamilNadu,South,13.02394545,80.22391758
WMQISXM1V1-01021,"Adarsh Nagar Colony, Nagole","HYD_FRN_RoadNo4,Sai Nagar",Franchise,Nagole,Hyderabad,Telangana,South,17.36615,78.558813
WMQISXM1V1-01023,"Adarsh Nagar Colony, Nagole","HYD_FRN_RoadNo4,Sai Nagar",Franchise,Nagole,Hyderabad,Telangana,South,17.36615,78.558813
WMQISXM1V1-01024,"Adarsh Nagar Colony, Nagole","HYD_FRN_RoadNo4,Sai Nagar",Franchise,Nagole,Hyderabad,Telangana,South,17.36615,78.558813
WMQISXM1V1-01056,Seelampur Metro Station,DEL_STQ_Seelampur Metro-Station,STATIQ,Seelampur Delhi,Delhi,Delhi,North,28.67055,77.26646
WMQISXM1V1-00806,Taramani Railway Station,"CHE_IRS_Taramani,Railway Station",Indian Railways,Taramani,Chennai,TamilNadu,South,12.97852354,80.24084293
WMQISXM1V1-00808,Taramani Railway Station,"CHE_IRS_Taramani,Railway Station",Indian Railways,Taramani,Chennai,TamilNadu,South,12.97852354,80.24084293
WMQISXM1V1-00805,Velachery Railway Station,"CHE_IRS_Velachery,Railway Station",Indian Railways,Velachery,Chennai,TamilNadu,South,12.97107374,80.21921717
WMQISXM1V1-00807,Velachery Railway Station,"CHE_IRS_Velachery,Railway Station",Indian Railways,Velachery,Chennai,TamilNadu,South,12.97107374,80.21921717
WMQISXM1V1-00800,Joaquim Petroleum,MUM_IOC_Joaquim Petroleum,IOCL,Chembur,Mumbai,Maharashtra,West,19.044833,72.91641
WMQISXM1V1-00803,Fort motor Equipment ltd,"MUM_IOC_Fort Motor,Equipment",IOCL,Goregaon,Mumbai,Maharashtra,West,19.16008,72.85843
WMQISXM1V1-01048,SASA Services 1,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-01049,SASA Services 2,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-01050,SASA Services 3,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-01051,SASA Services 4,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-01052,SASA Services 5,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-01053,SASA Services 6,GZB_FRN_Sector5 Sahibabad,Franchise,Rajendra Nagar,Ghaziabad,UP,North,28.67993,77.35845
WMQISXM1V1-00283,BRPL - M block Market 4,"DEL_BRP_Block M, Greater Kailash",BRPL,"GK-II, M-Block Market",Delhi,Delhi,North,28.532402,77.242656
WMQISXM1V1-00098,BRPL-Paschim Vihar East 4,"DEL_BRP_Shiva Enclave, Paschim Vihar",BRPL,Paschim Vihar East,Delhi,delhi,North,28.677235,77.111966
WMQISXM1V1-01054,Abhinav 1,"JPR_FRN_Kedia PalaceRd,Murlipura",Franchise,Murlipura,Jaipur,Rajasthan,North,26.9707219,75.7660257
WMQISXM1V1-01055,Abhinav 2,"JPR_FRN_Kedia PalaceRd,Murlipura",Franchise,Murlipura,Jaipur,Rajasthan,North,26.9707219,75.7660257
WMQISXM1V1-01065,Tata Power (Mangolpuri) 2,"DEL_TPO_Mangolpuri,RIICO Phase1",Tata Power,Industrial Area,Delhi,Delhi,North,28.687259,77.082775
WMQISXM1V1-01061,TRS Commercials-Faridabad 1,"FDB_FRN_Baselwa Colony,GaliNo1",Franchise,"By pass road,",Faridabad,Haryana,North,28.428372,77.326958
WMQISXM1V1-00767,BHAGIRATHI SERVICE STATION,"BLR_IOC_BHAGIRATHI,SERVICE STATION",IOCL,Old Madras,Bengaluru,Karnataka,South,13.019458,77.708029
WMQISXM1V1-01074,AMAR SERVICE STATION ASIFNAGAR,"HYD_IRS_Amar SS,Asifnagar",IOCL,Asifnagar,Hyderabad,Telangana,South,17.39069,78.45019
WMQISXM1V1-01076,AMAR SERVICE STATION ASIFNAGAR,"HYD_IRS_Amar SS,Asifnagar",IOCL,Asifnagar,Hyderabad,Telangana,South,17.39069,78.45019
WMQISXM1V1-01073,Allapur (Near Madhapur 100 Ft Road),"HYD_PVT_Hub_NRR Puram,Borabanda",Hub-Private,Madhapur,Hyderabad,Telangana,South,17.45292,78.407605
WMQISXM1V1-01077,Allapur (Near Madhapur 100 Ft Road),"HYD_PVT_Hub_NRR Puram,Borabanda",Hub-Private,Madhapur,Hyderabad,Telangana,South,17.45292,78.407605
WMQISXM1V1-01080,Allapur (Near Madhapur 100 Ft Road),"HYD_PVT_Hub_NRR Puram,Borabanda",Hub-Private,Madhapur,Hyderabad,Telangana,South,17.45292,78.407605
WMQISXM1V1-01066,Nehru Enclave 1,"DEL_BYPL_DMRC_Nehru Enclave,Metro",BYPL DMRC,Nehru Enclave Metro Station,Delhi,Delhi,North,28.54622,77.2516
WMQISXM1V1-01063,Nehru Enclave 2,"DEL_BYPL_DMRC_Nehru Enclave,Metro",BYPL DMRC,Nehru Enclave Metro Station,Delhi,Delhi,North,28.54622,77.2516
WMQISXM1V1-01058,Dahar-Ka-Balaji 1,"JPR_IRS_Dahar Ka,Balaji",Indian Railways,Jaipur,Jaipur,Rajasthan,North,26.94493467,75.76623442
WMQISXM1V1-01059,Dahar-Ka-Balaji 2,"JPR_IRS_Dahar Ka,Balaji",Indian Railways,Jaipur,Jaipur,Rajasthan,North,26.94493467,75.76623442
WMQISXM1V1-01060,Dahar-Ka-Balaji 3,"JPR_IRS_Dahar Ka,Balaji",Indian Railways,Jaipur,Jaipur,Rajasthan,North,26.94493467,75.76623442
WMQISXM1V1-01062,Dahar-Ka-Balaji 4,"JPR_IRS_Dahar Ka,Balaji",Indian Railways,Jaipur,Jaipur,Rajasthan,North,26.94493467,75.76623442
WMQISXM1V1-01081,Patparganj Market 1,DEL_BYPL_Patparganj Market,BYPL,Patparganj,Delhi,Delhi,North,28.61834,77.28697
WMQISXM1V1-01082,Patparganj Market 2,DEL_BYPL_Patparganj Market,BYPL,Patparganj,Delhi,Delhi,North,28.61834,77.28697
WMQISXM1V1-00820,Chintadripet Railway Station,CHE_IRS_Chintadripet Railway Station,Indian Railways,Chintadripet,Chennai,TamilNadu,South,13.07372934,80.27377869
WMQISXM1V1-00821,Chintadripet Railway Station,CHE_IRS_Chintadripet Railway Station,Indian Railways,Chintadripet,Chennai,TamilNadu,South,13.07372934,80.27377869
WMQISXM1V1-00550,SHREE HARI SERVICE STATION,"BLR_IOC_Shree Hari,Veerupakshapura",IOCL,VIDYANARAYANAPURA,Bengaluru,Karnataka,South,13.06518,77.57096167
WMQISXM1V1-01047,Patparganj Market 3,DEL_BYPL_Patparganj Market,BYPL,Patparganj,Delhi,Delhi,North,28.61834,77.28697
WMQISXM1V1-00817,Egmore Railway Station,"CHE_IRS_Egmore,Railway Station",Indian Railways,Egmore,Chennai,TamilNadu,South,13.07798714,80.26199142
WMQISXM1V1-00824,Egmore Railway Station,"CHE_IRS_Egmore,Railway Station",Indian Railways,Egmore,Chennai,TamilNadu,South,13.07798714,80.26199142
WMQISXM1V1-01079,Hanamkonda_Warangal,,Franchise,Hanamkonda,Warangal,Telangana,South,17.998015,79.579938
WMQISXM1V1-02096,Hanamkonda_Warangal,,Franchise,Hanamkonda,Warangal,Telangana,South,17.998015,79.579938
WMQISXM1V1-02097,Hanamkonda_Warangal,,Franchise,Hanamkonda,Warangal,Telangana,South,17.998015,79.579938
WMQISXM1V1-00828,Hanamkonda_Warangal,,Franchise,Hanamkonda,Warangal,Telangana,South,17.998015,79.579938
WMQISXM1V1-00759,KSR Bengaluru city Railway station,"BLR_IRS_KSR,Railway station",Indian Railways,Majestic,Bengaluru,Karnataka,South,12.976799,77.57121268
WMQISXM1V1-00763,KSR Bengaluru city Railway station,"BLR_IRS_KSR,Railway station",Indian Railways,Majestic,Bengaluru,Karnataka,South,12.976799,77.57121268
WMQISXM1V1-00750,KSR Bengaluru city Railway station,"BLR_IRS_KSR,Railway station",Indian Railways,Majestic,Bengaluru,Karnataka,South,12.976799,77.57121268
WMQISXM1V1-00013,KSR Bengaluru city Railway station,"BLR_IRS_KSR,Railway station",Indian Railways,Majestic,Bengaluru,Karnataka,South,12.976799,77.57121268
WMQISXM1V1-00769,LATHA PRASAD FUEL STATION,"BLR_IOC_Latha Prasad,Fuel",IOCL,Nayandhanhalli,Bengaluru,Karnataka,South,12.93826568,77.52127582
WMQISXM1V1-00772,LATHA PRASAD FUEL STATION,"BLR_IOC_Latha Prasad,Fuel",IOCL,Nayandhanhalli,Bengaluru,Karnataka,South,12.93826568,77.52127582
WMQISXM1V1-00818,Warangal Railway station,,Indian Railways,Station Road,Warangal,Telangana,South,17.97320084,79.60536825
WMQISXM1V1-00819,Warangal Railway station,,Indian Railways,Station Road,Warangal,Telangana,South,17.97320084,79.60536825
WMQISXM1V1-00823,Warangal Railway station,,Indian Railways,Station Road,Warangal,Telangana,South,17.97320084,79.60536825
WMQISXM1V1-00830,Warangal Railway station,,Indian Railways,Station Road,Warangal,Telangana,South,17.97320084,79.60536825
WMQISXM1V1-01067,Tata Power Pitampura 2,"DEL_TPO_West Enclave,Pitampura",Tata Power,West Enclave,Delhi,Delhi,North,28.6933,77.105388
WMQISXM1V1-01069,Nai ki Thadi 1,"JPR_FRN_Nai Ki,Thadi",Franchise,Sumel,Jaipur,Rajasthan,North,26.9676722,75.8968632
WMQISXM1V1-01070,Nai ki Thadi 2,"JPR_FRN_Nai Ki,Thadi",Franchise,Sumel,Jaipur,Rajasthan,North,26.9676722,75.8968632
WMQISXM1V1-00815,Lakdikapul 4,HYD_IRS_Lakdikapul,Indian Railways,Lakdikapul ,Hyderabad,Telangana,South,17.40206,78.48401
WMQISXM1V1-01078,Soraj Enterprises 1,"DEL_FRN_Sadh nagar,Palam",Franchise,Palam,Delhi,Delhi,North,28.5914,77.08841
WMQISXM1V1-01068,Soraj Enterprises 2,"DEL_FRN_Sadh nagar,Palam",Franchise,Palam,Delhi,Delhi,North,28.5914,77.08841
WMQISXM1V1-00865,"Bangalore-Kaveri-Nagar, Yaswantpur 2","BLR_PVT_Kaveri nagar,Laggere",Private,Yashwantpur ,Bengaluru,Karnataka,South,13.0186,77.52297
WMQISXM1V1-00822,Begur – Bangalore,"BLR_PVT_Hub_Lakshmi Layout,Begur",Hub-Private,Hongasandra,Bengaluru,Karnataka,South,12.8865,77.63491
WMQISXM1V1-00825,Begur – Bangalore,"BLR_PVT_Hub_Lakshmi Layout,Begur",Hub-Private,Hongasandra,Bengaluru,Karnataka,South,12.8865,77.63491
WMQISXM1V1-00826,Begur – Bangalore,"BLR_PVT_Hub_Lakshmi Layout,Begur",Hub-Private,Hongasandra,Bengaluru,Karnataka,South,12.8865,77.63491
WMQISXM1V1-00827,Begur – Bangalore,"BLR_PVT_Hub_Lakshmi Layout,Begur",Hub-Private,Hongasandra,Bengaluru,Karnataka,South,12.8865,77.63491
WMQISXM1V1-00832,HSR Division office- S 20,"BLR_BESM_Sector2,HSR Layout",BESCOM,HSR,Bengaluru,Karnataka,South,12.911433,77.648817
WMQISXM1V1-00835,HSR Division office- S 20,"BLR_BESM_Sector2,HSR Layout",BESCOM,HSR,Bengaluru,Karnataka,South,12.911433,77.648817
WMQISXM1V1-01090,SURAJMUKHI ASSOCIATES & DEVELOPERS 2,"DEL_FRN_Sector 32,Rohini",Franchise,Kailash Vihar Rohini sec 24,Delhi,Delhi,North,28.736321,77.073268
WMQISXM1V1-01117,SURAJMUKHI ASSOCIATES & DEVELOPERS 3,"DEL_FRN_Sector 32,Rohini",Franchise,Kailash Vihar Rohini sec 24,Delhi,Delhi,North,28.736321,77.073268
WMQISXM1V1-01105,SURAJMUKHI ASSOCIATES & DEVELOPERS 4,"DEL_FRN_Sector 32,Rohini",Franchise,Kailash Vihar Rohini sec 24,Delhi,Delhi,North,28.736321,77.073268
WMQISXM1V1-01083,Kotla 1,"DEL_BYPL_MayurVihar,Kotla Village",BYPL,Mayur Vihar ,Delhi,Delhi,North,28.610575,77.29987
WMQISXM1V1-01088,Kotla 2,"DEL_BYPL_MayurVihar,Kotla Village",BYPL,Mayur Vihar ,Delhi,Delhi,North,28.610575,77.29987
WMQISXM1V1-01089,Kotla 3,"DEL_BYPL_MayurVihar,Kotla Village",BYPL,Mayur Vihar ,Delhi,Delhi,North,28.610575,77.29987
WMQISXM1V1-00837,Central Suburban Station,CHE_IRS_Central Suburban Station,Indian Railways,Periampet,Chennai,TamilNadu,South,13.08359154,80.27424972
WMQISXM1V1-00838,Central Suburban Station,CHE_IRS_Central Suburban Station,Indian Railways,Periampet,Chennai,TamilNadu,South,13.08359154,80.27424972
WMQISXM1V1-00853,Central Suburban Station,CHE_IRS_Central Suburban Station,Indian Railways,Periampet,Chennai,TamilNadu,South,13.08359154,80.27424972
WMQISXM1V1-00855,Central Suburban Station,CHE_IRS_Central Suburban Station,Indian Railways,Periampet,Chennai,TamilNadu,South,13.08359154,80.27424972
WMQISXM1V1-00814,Thirumayilai,CHE_IRS_Thirumayilai MRTS,Indian Railways,Mylapore,Chennai,TamilNadu,South,13.03488598,80.26697808
WMQISXM1V1-00813,Egmore Railway Station,"CHE_IRS_Egmore,Railway Station",Indian Railways,Egmore,Chennai,TamilNadu,South,13.07798714,80.26199142
WMQISXM1V1-00809,MAYURI NAGAR (MIYAPUR - KALYANI MADGULA)_4 QIS,"HYD_PVT_Hub_Mayuri Nagar,Miyapur",Hub-Private,Miyapur,Hyderabad,Telangana,South,17.511567,78.373783
WMQISXM1V1-00851,MAYURI NAGAR (MIYAPUR - KALYANI MADGULA)_4 QIS,"HYD_PVT_Hub_Mayuri Nagar,Miyapur",Hub-Private,Miyapur,Hyderabad,Telangana,South,17.511567,78.373783
WMQISXM1V1-00859,MAYURI NAGAR (MIYAPUR - KALYANI MADGULA)_4 QIS,"HYD_PVT_Hub_Mayuri Nagar,Miyapur",Hub-Private,Miyapur,Hyderabad,Telangana,South,17.511567,78.373783
WMQISXM1V1-00861,MAYURI NAGAR (MIYAPUR - KALYANI MADGULA)_4 QIS,"HYD_PVT_Hub_Mayuri Nagar,Miyapur",Hub-Private,Miyapur,Hyderabad,Telangana,South,17.511567,78.373783
WMQISXM1V1-00303,"Sir M. Visvesvaraya Terminal, Bengaluru railway station","BLR_IRS_SMVT,Railway station",Indian Railways,Baiyapanhalli,Bengaluru,Karnataka,South,13.00067048,77.64185124
WMQISXM1V1-00777,"Sir M. Visvesvaraya Terminal, Bengaluru railway station","BLR_IRS_SMVT,Railway station",Indian Railways,Baiyapanhalli,Bengaluru,Karnataka,South,13.00067048,77.64185124
WMQISXM1V1-00782,"Sir M. Visvesvaraya Terminal, Bengaluru railway station","BLR_IRS_SMVT,Railway station",Indian Railways,Baiyapanhalli,Bengaluru,Karnataka,South,13.00067048,77.64185124
